URL,Journal_Title,Standardized_Title,month_year,Abstract,Keywords,Author_Name,Standardized_Author,Author_University,Standardized_University,Author_State,Author_Country
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wai Fong Boh,Wai Fong Boh,Nanyang Technological University,Nanyang Technological University,,Singapore
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wai Fong Boh,Wai Fong Boh,Nanyang Technological University,Nanyang Technological University,,Singapore
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wai Fong Boh,Wai Fong Boh,Nanyang Technological University,Nanyang Technological University,,Singapore
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wai Fong Boh,Wai Fong Boh,Nanyang Technological University,Nanyang Technological University,,Singapore
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wai Fong Boh,Wai Fong Boh,Nanyang Technological University,Nanyang Technological University,,Singapore
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wai Fong Boh,Wai Fong Boh,Nanyang Technological University,Nanyang Technological University,,Singapore
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Nigel Melville,Nigel Melville,University Of Michigan,University Of Michigan,Michigan,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,João Baptista,João Baptista,Lancaster University,Lancaster University,Lancashire,United Kingdom
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Friedrich Chasin,Friedrich Chasin,Offenburg University Of Applied Sciences,Offenburg University Of Applied Sciences,Baden-Württemberg,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Flávio Eduardo Aoki Horita,Flávio Eduardo Aoki Horita,Universidade Federal Do Abc,Universidade Federal Do Abc,São Paulo,Brazil
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Anne Ixmeier,Anne Ixmeier,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Steven L. Johnson,Steven L. Johnson,University Of Virginia,University Of Virginia,Virginia,United States
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,Wolfgang Ketter,Wolfgang Ketter,University Of Cologne,University Of Cologne,North Rhine-Westphalia,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,LMU Munich Kranz,LMU Munich Kranz,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,LMU Munich Kranz,LMU Munich Kranz,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,LMU Munich Kranz,LMU Munich Kranz,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,LMU Munich Kranz,LMU Munich Kranz,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,LMU Munich Kranz,LMU Munich Kranz,Lmu Munich,Lmu Munich,Bavaria,Germany
,MIS Quarterly,digital resilience for the climate crisis a multiperspective analysis,2026,,,LMU Munich Kranz,LMU Munich Kranz,Lmu Munich,Lmu Munich,Bavaria,Germany
