Title,URL,Volume Issue,Vol Issue Year
Ruptures During IT-enabled Change: A Sensemaking and Imbrication Analysis,https://aisel.aisnet.org/misq/vol49/iss1/7/,Vol 49 Issue 1,2025
Self-Organization and Governance in Digital Platform Ecosystems: An Information Ecology Approach,https://aisel.aisnet.org/misq/vol49/iss1/8/,Vol 49 Issue 1,2025
Regulating Digital Platform Ecosystems Through Data Sharing and Data Siloing: Consequences for Innovation and Welfare,https://aisel.aisnet.org/misq/vol49/iss1/9/,Vol 49 Issue 1,2025
The Dark Side of Voluntary Data Sharing,https://aisel.aisnet.org/misq/vol49/iss1/10/,Vol 49 Issue 1,2025
Regulating Emerging Technologies: Prospective Sensemaking through Abstraction and Elaboration,https://aisel.aisnet.org/misq/vol49/iss1/11/,Vol 49 Issue 1,2025
How Mergers and Acquisitions Increase Data Breaches: A Complexity Perspective,https://aisel.aisnet.org/misq/vol49/iss1/13/,Vol 49 Issue 1,2025
Taming Complexity in the Cybersecurity of Multihospital Systems: The Role of Enterprise-Wide Data Analytics Platforms,https://aisel.aisnet.org/misq/vol49/iss1/14/,Vol 49 Issue 1,2025
"Disentangling the Customer-Level, Cross-Channel Effects of Large-Order-Advantaged Online Shipping Policies",https://aisel.aisnet.org/misq/vol49/iss1/15/,Vol 49 Issue 1,2025
When Algorithms Delegate to Humans: Exploring Human-Algorithm Interaction at Uber,https://aisel.aisnet.org/misq/vol49/iss1/16/,Vol 49 Issue 1,2025
Deliberative or Automatic: Disentangling the Dual Processes Behind the Persuasive Power of Online Word-of-Mouth,https://aisel.aisnet.org/misq/vol49/iss1/17/,Vol 49 Issue 1,2025
Do Crowds Validate False Data? Systematic Distortion and Affective Polarization,https://aisel.aisnet.org/misq/vol49/iss1/18/,Vol 49 Issue 1,2025
Human Capital Acquisition in Response to Data Breaches,https://aisel.aisnet.org/misq/vol49/iss1/19/,Vol 49 Issue 1,2025
"Ruckus in the Rentals, Seeking New Arrangements: Remedying the Impact of Home-Sharing on Urban Noise",https://aisel.aisnet.org/misq/vol49/iss1/20/,Vol 49 Issue 1,2025
"Causal Inference Grounded in Causal Diagrams: Benefits, Limitations, and Opportunities for the Information Systems Field",https://aisel.aisnet.org/misq/vol49/iss2/5/,Vol 49 Issue 2,2025
Privacy Concerns and Data Donations: Do Societal Benefits Matter?,https://aisel.aisnet.org/misq/vol49/iss2/6/,Vol 49 Issue 2,2025
Breached and Denied: The Cost of Data Breaches on Individuals as Mortgage Application Denials,https://aisel.aisnet.org/misq/vol49/iss2/7/,Vol 49 Issue 2,2025
Understanding the Effectiveness of Rewarding Recipients on Online Referral Behavior,https://aisel.aisnet.org/misq/vol49/iss2/8/,Vol 49 Issue 2,2025
Popularity Feedback and Adaptation Strategies in Online Dating: A Social Comparison Perspective,https://aisel.aisnet.org/misq/vol49/iss2/9/,Vol 49 Issue 2,2025
Social Norm Awareness and Norm Compliance in Online Games,https://aisel.aisnet.org/misq/vol49/iss2/10/,Vol 49 Issue 2,2025
Defending Your Own or Trolling the Haters: A Configurational Approach to Incivility in Online Communities,https://aisel.aisnet.org/misq/vol49/iss2/11/,Vol 49 Issue 2,2025
How Collaboration Technology Use Affects IT Project Team Creativity: Integrating Team Knowledge and Creative Synthesis Perspectives,https://aisel.aisnet.org/misq/vol49/iss2/12/,Vol 49 Issue 2,2025
Emergence of IT Implementation Consequences in Organizations: An Assemblage Approach,https://aisel.aisnet.org/misq/vol49/iss2/13/,Vol 49 Issue 2,2025
The Hidden Cost of IT Innovation: Access to Emerging Technologies and the Gender Wage Gap,https://aisel.aisnet.org/misq/vol49/iss2/14/,Vol 49 Issue 2,2025
Supporting Community First Responders in Aging in Place: An Action Design for a Community-Based Smart Activity Monitoring System,https://aisel.aisnet.org/misq/vol49/iss2/15/,Vol 49 Issue 2,2025
Behavior Toward Newcomers and Contributions to Online Communities,https://aisel.aisnet.org/misq/vol49/iss2/16/,Vol 49 Issue 2,2025
Advancing Understanding of Scaling Health Information Infrastructures: Learning from EHR Initiatives in England,https://aisel.aisnet.org/misq/vol49/iss2/17/,Vol 49 Issue 2,2025
Design Principles for Information Categorization Quality in Crowdsourced Crisis Mapping Platforms,https://aisel.aisnet.org/misq/vol49/iss2/18/,Vol 49 Issue 2,2025
How Artifact-Based and Authority-Based Coordination Affect Propagation Costs in Open Source Software Development,https://aisel.aisnet.org/misq/vol49/iss2/19/,Vol 49 Issue 2,2025
Fake News and True News Assessment: The Persuasive Effect of Discursive Evidence in Judging Veracity,https://aisel.aisnet.org/misq/vol49/iss3/5/,Vol 49 Issue 3,2025
Dancing to the #Challenge: The Effect of TikTok on Closing the Artist Gender Gap in the Music Industry,https://aisel.aisnet.org/misq/vol49/iss3/6/,Vol 49 Issue 3,2025
Do Digital Platforms Improve the Performance of Nonbinding Contracts? Evidence from the Amazon Freight Platform,https://aisel.aisnet.org/misq/vol49/iss3/7/,Vol 49 Issue 3,2025
Engaging Physicians with Introductory Incentives: References to Online and Offline Income,https://aisel.aisnet.org/misq/vol49/iss3/8/,Vol 49 Issue 3,2025
Producing the “We” in High-Risk Online Activism: Identity Configurations in My Stealthy Freedom,https://aisel.aisnet.org/misq/vol49/iss3/9/,Vol 49 Issue 3,2025
Augmented Reality at Work: Attention Management and Its Impact on Work Performance,https://aisel.aisnet.org/misq/vol49/iss3/10/,Vol 49 Issue 3,2025
Mobile Advertising in Distracted Environments: Exploring the Impact of Distractions on Dual-Task Interference,https://aisel.aisnet.org/misq/vol49/iss3/11/,Vol 49 Issue 3,2025
"Automating in High-Expertise, Low-Label Environments: Evidence-Based Medicine by Expert-Augmented Few-Shot Learning",https://aisel.aisnet.org/misq/vol49/iss3/12/,Vol 49 Issue 3,2025
Organizing for AI Innovation: Insights from an Empirical Exploration of U.S. Patents,https://aisel.aisnet.org/misq/vol49/iss3/13/,Vol 49 Issue 3,2025
The Complementor’s Dilemma: Navigating Growth Ambitions and the Dependency on Focal Actors in Platform Ecosystems,https://aisel.aisnet.org/misq/vol49/iss3/14/,Vol 49 Issue 3,2025
Does Ransomware Make Investors “WannaCry”? On Investors’ Divergent Reactions to Ransomware Hits and Near Misses,https://aisel.aisnet.org/misq/vol49/iss3/15/,Vol 49 Issue 3,2025
The Interplay Between Healthcare Information Technologies and Denied Claims,https://aisel.aisnet.org/misq/vol49/iss3/16/,Vol 49 Issue 3,2025
Find the Good. Seek the Unity: A Hidden Markov Model of Human-AI Delegation Dynamics,https://aisel.aisnet.org/misq/vol49/iss3/17/,Vol 49 Issue 3,2025
An Empirical Study of Strategic Opacity in Crowdsourced Evaluations,https://aisel.aisnet.org/misq/vol49/iss3/18/,Vol 49 Issue 3,2025
"Information Technology Firms and Revenue Stall, 1950-2015: Theory and Empirical Evidence",https://aisel.aisnet.org/misq/vol49/iss3/19/,Vol 49 Issue 3,2025
Guardrails for Human-AI Ecologies: Norm-Based Coordination and Design for Predictability,https://aisel.aisnet.org/misq/vol49/iss4/6/,Vol 49 Issue 4,2025
Validity in Design Science,https://aisel.aisnet.org/misq/vol49/iss4/7/,Vol 49 Issue 4,2025
Rethinking Responsibility in the Digital Age: A Narrative Approach,https://aisel.aisnet.org/misq/vol49/iss4/8/,Vol 49 Issue 4,2025
Judgmental Bot: Conversational Agents in Online Mental Health Screening,https://aisel.aisnet.org/misq/vol49/iss4/9/,Vol 49 Issue 4,2025
The Fog of Warnings: How Non-Security-Related Notifications Diminish the Efficacy of Security Warnings,https://aisel.aisnet.org/misq/vol49/iss4/10/,Vol 49 Issue 4,2025
RADAR: A Framework for Developing Adversarially Robust Cyber Defense AI Agents with Deep Reinforcement Learning,https://aisel.aisnet.org/misq/vol49/iss4/11/,Vol 49 Issue 4,2025
Algorithmic Social Injustices: Antecedents and Mitigations,https://aisel.aisnet.org/misq/vol49/iss4/12/,Vol 49 Issue 4,2025
Performance of Algorithmic Models and Sensitivity to Crowd Characteristics: Evidence from Cross-Platform Posting,https://aisel.aisnet.org/misq/vol49/iss4/13/,Vol 49 Issue 4,2025
Mitigating Bias in Hate Speech Detection with a Small Number of Expert Annotations: A Prompt-Based Learning Approach,https://aisel.aisnet.org/misq/vol49/iss4/14/,Vol 49 Issue 4,2025
Deductive Certainty? Exploring the Boundaries of Trust Formation in Smart Contracts on Blockchains,https://aisel.aisnet.org/misq/vol49/iss4/15/,Vol 49 Issue 4,2025
Different but the Same? An Event-Driven Approach to Determine Probabilities of Data Duplication,https://aisel.aisnet.org/misq/vol49/iss4/16/,Vol 49 Issue 4,2025
"Real-Time Sales Data, Streamer Improvisation, and Sales Performance: Evidence from Live Stream Selling",https://aisel.aisnet.org/misq/vol49/iss4/17/,Vol 49 Issue 4,2025
Behind Privacy Labels: Data Tracking and Advertising Competition on App Platforms,https://aisel.aisnet.org/misq/vol49/iss4/18/,Vol 49 Issue 4,2025
Does Bot Gender Matter? Theory and Evidence from a High-Tension Service Context,https://aisel.aisnet.org/misq/vol49/iss4/19/,Vol 49 Issue 4,2025
How App Developers’ Boundary-Shifting Moves Reshape Competitive Dynamics,https://aisel.aisnet.org/misq/vol49/iss4/20/,Vol 49 Issue 4,2025
How Users Drive Value in Two-Sided Markets: Platform Designs That Matter,https://aisel.aisnet.org/misq/vol48/iss1/3/,Vol 48 Issue 1,2024
Website Localization Strategies to Promote Global E-Commerce: The Moderating Role of Individualism and Collectivism,https://aisel.aisnet.org/misq/vol48/iss1/4/,Vol 48 Issue 1,2024
The Entrainment of Task Allocation and Release Cycles in Open Source Software Development,https://aisel.aisnet.org/misq/vol48/iss1/5/,Vol 48 Issue 1,2024
Time Will Tell: The Case for an Idiographic Approach to Behavioral Cybersecurity Research,https://aisel.aisnet.org/misq/vol48/iss1/6/,Vol 48 Issue 1,2024
Creating Proactive Cyber Threat Intelligence with Hacker Exploit Labels: A Deep Transfer Learning Approach,https://aisel.aisnet.org/misq/vol48/iss1/7/,Vol 48 Issue 1,2024
"Toward a Process-Based, Interpretive Understanding of How Collaborative Groups Deal With ICT Interruptions",https://aisel.aisnet.org/misq/vol48/iss1/8/,Vol 48 Issue 1,2024
Inclusion by Design: Requirements Elicitation with Digitally Marginalized Communities,https://aisel.aisnet.org/misq/vol48/iss1/9/,Vol 48 Issue 1,2024
Skin in the Game: The Transformational Potential of Decentralized Autonomous Organizations,https://aisel.aisnet.org/misq/vol48/iss1/10/,Vol 48 Issue 1,2024
"Delays in Information Presentation Lead to Brain State Switching, Which Degrades User Performance, and There May Not Be Much We Can Do about It",https://aisel.aisnet.org/misq/vol48/iss1/11/,Vol 48 Issue 1,2024
Real-Effort Incentives in Online Labor Markets: Punishments and Rewards for Individuals and Groups,https://aisel.aisnet.org/misq/vol48/iss1/12/,Vol 48 Issue 1,2024
iRepair or I Repair? A Dialectical Process Analysis of Control Enactment in the iPhone Repair Aftermarket,https://aisel.aisnet.org/misq/vol48/iss1/13/,Vol 48 Issue 1,2024
Balancing Affordances and Constraints: Designing Enterprise Social Media for Organizational Knowledge Work,https://aisel.aisnet.org/misq/vol48/iss1/14/,Vol 48 Issue 1,2024
Effects of Explicit Sponsorship Disclosure on User Engagement in Social Media Influencer Marketing,https://aisel.aisnet.org/misq/vol48/iss1/15/,Vol 48 Issue 1,2024
Using Digital Nudges to Enhance Collective Intelligence in Online Collaboration: Insights from Unexpected Outcomes,https://aisel.aisnet.org/misq/vol48/iss1/16/,Vol 48 Issue 1,2024
Dual Pathways of Value Creation from Digital Strategic Posture: Contingent Effects of Competitive Actions and Environmental Uncertainty,https://aisel.aisnet.org/misq/vol48/iss1/17/,Vol 48 Issue 1,2024
Dealing with Complexity in Design Science Research: A Methodology Using Design Echelons,https://aisel.aisnet.org/misq/vol48/iss2/5/,Vol 48 Issue 2,2024
How the Locus of Uncertainty Shapes the Influence of CEO Long-term Compensation on Information Technology Capital Investments,https://aisel.aisnet.org/misq/vol48/iss2/6/,Vol 48 Issue 2,2024
Data Commoning in the Life Sciences,https://aisel.aisnet.org/misq/vol48/iss2/7/,Vol 48 Issue 2,2024
Commercializing Social Media? How Showrooms on Social Media Fan Pages Influence Customer Behavior,https://aisel.aisnet.org/misq/vol48/iss2/8/,Vol 48 Issue 2,2024
Lying for Viewers: Commingled Partisan Falsehoods Increase Viewing and Sharing of News Media,https://aisel.aisnet.org/misq/vol48/iss2/9/,Vol 48 Issue 2,2024
Generativity and Profitability on B2B Innovation Platforms: A Simulation-based Theory Development,https://aisel.aisnet.org/misq/vol48/iss2/10/,Vol 48 Issue 2,2024
Navigating the Digital Terrain of Prosocial Disclosures and Likability,https://aisel.aisnet.org/misq/vol48/iss2/11/,Vol 48 Issue 2,2024
In-Consumption Information Cues and Online Video Consumption,https://aisel.aisnet.org/misq/vol48/iss2/12/,Vol 48 Issue 2,2024
Deconstructing Technostress: A Configurational Approach to Explaining Job Burnout and Job Performance,https://aisel.aisnet.org/misq/vol48/iss2/13/,Vol 48 Issue 2,2024
"No News is Bad News: The Internet, Corruption, and the Decline of the Fourth Estate",https://aisel.aisnet.org/misq/vol48/iss2/14/,Vol 48 Issue 2,2024
Creation or Destruction? STEM OPT Extension and Employment of Information Technology Professionals,https://aisel.aisnet.org/misq/vol48/iss2/15/,Vol 48 Issue 2,2024
Engaging Users on Social Media Business Pages: The Roles of User Comments and Firm Responses,https://aisel.aisnet.org/misq/vol48/iss2/16/,Vol 48 Issue 2,2024
Understanding the Returns from Integrated Enterprise Systems: The Impacts of Agile and Phased Implementation Strategies,https://aisel.aisnet.org/misq/vol48/iss2/17/,Vol 48 Issue 2,2024
Economics of Analytics Services on a Marketplace Platform,https://aisel.aisnet.org/misq/vol48/iss2/18/,Vol 48 Issue 2,2024
Digitization of Transaction Terms within TCE: Strong Smart Contract as a New Mode of Transaction Governance,https://aisel.aisnet.org/misq/vol48/iss2/19/,Vol 48 Issue 2,2024
Disinformation Spillover: Uncovering the Ripple Effect of Bot-Assisted Fake Social Engagement on Public Attention,https://aisel.aisnet.org/misq/vol48/iss3/1/,Vol 48 Issue 3,2024
Does Sharing Make My Data More Insecure? An Empirical Study on Health Information Exchange and Data Breaches,https://aisel.aisnet.org/misq/vol48/iss3/2/,Vol 48 Issue 3,2024
"Timely, Granular, and Actionable: Designing a Social Listening Platform for Public Health 3.0",https://aisel.aisnet.org/misq/vol48/iss3/3/,Vol 48 Issue 3,2024
TM-OKC: An Unsupervised Topic Model for Text in Online Knowledge Communities,https://aisel.aisnet.org/misq/vol48/iss3/4/,Vol 48 Issue 3,2024
Behaviorally Measuring Usability by Analyzing Users’ Mouse Movement Efficiency,https://aisel.aisnet.org/misq/vol48/iss3/5/,Vol 48 Issue 3,2024
Conceptualization and Measurement of Voice Interaction Usability: The Development of Cooperative Principle Theory for Smart Product Use,https://aisel.aisnet.org/misq/vol48/iss3/6/,Vol 48 Issue 3,2024
The Returns of Early Adoption of Information Technologies: Order of Adoption or Level of Adoption Advantages?,https://aisel.aisnet.org/misq/vol48/iss3/7/,Vol 48 Issue 3,2024
Techno-Service-Profit Chain: The Impacts of IoT-Enabled Algorithmic Customer Service Systems from an Interdisciplinary Perspective,https://aisel.aisnet.org/misq/vol48/iss3/8/,Vol 48 Issue 3,2024
When Should a Sharing Platform Adopt the Bilateral Review System?,https://aisel.aisnet.org/misq/vol48/iss3/9/,Vol 48 Issue 3,2024
Connecting Customers and Merchants Offline: Experimental Evidence from the Commercialization of Last-mile Stations at Alibaba,https://aisel.aisnet.org/misq/vol48/iss3/10/,Vol 48 Issue 3,2024
Infectious Confidence: Unraveling the Effects of Confidence Contagion on Overfunding in Equity Crowdfunding,https://aisel.aisnet.org/misq/vol48/iss3/11/,Vol 48 Issue 3,2024
Equal Opportunity for All? The Long Tail of Crowdfunding: Evidence from Kickstarter,https://aisel.aisnet.org/misq/vol48/iss3/12/,Vol 48 Issue 3,2024
Dynamics of Competition on Openness Strategies and Software Maintenance,https://aisel.aisnet.org/misq/vol48/iss3/13/,Vol 48 Issue 3,2024
Performance Implications of Digital Disruption in Strategic Competition,https://aisel.aisnet.org/misq/vol48/iss3/14/,Vol 48 Issue 3,2024
The Effect of Bots on Human Interaction in Online Communities,https://aisel.aisnet.org/misq/vol48/iss3/15/,Vol 48 Issue 3,2024
Trusting and Working with Robots: A Relational Demography Theory of Preference for Robotic over Human Co-Workers,https://aisel.aisnet.org/misq/vol48/iss4/7/,Vol 48 Issue 4,2024
Mutual Disclosures and Content Intimacy in User Engagement: Evidence from an Online Chat Group,https://aisel.aisnet.org/misq/vol48/iss4/8/,Vol 48 Issue 4,2024
"Interleaved Design for E-learning: Theory, Design, and Empirical Findings",https://aisel.aisnet.org/misq/vol48/iss4/9/,Vol 48 Issue 4,2024
Discursive Modulation in Open Source Software: How Online Communities Shape Novelty and Complexity,https://aisel.aisnet.org/misq/vol48/iss4/10/,Vol 48 Issue 4,2024
Do Technology Resources Influence Income Mobility? The Role of Regional and Caste Spillovers from Computer Ownership,https://aisel.aisnet.org/misq/vol48/iss4/11/,Vol 48 Issue 4,2024
Automated Analysis of Changes in Privacy Policies: A Structured Self-Attentive Sentence Embedding Approach,https://aisel.aisnet.org/misq/vol48/iss4/12/,Vol 48 Issue 4,2024
Privacy Breaches and the Effect of Customer Notification,https://aisel.aisnet.org/misq/vol48/iss4/13/,Vol 48 Issue 4,2024
"United We Stand, Divided We Fall: An Autogenic Perspective on Empowering Cybersecurity in Organizations",https://aisel.aisnet.org/misq/vol48/iss4/14/,Vol 48 Issue 4,2024
"Price, Piracy, and Search: Which Pirates Respond to Changes in the Legal Price?",https://aisel.aisnet.org/misq/vol48/iss4/15/,Vol 48 Issue 4,2024
Peer Influence in the Workplace: Evidence from an Enterprise Digital Platform,https://aisel.aisnet.org/misq/vol48/iss4/16/,Vol 48 Issue 4,2024
An Integrative Perspective on Algorithm Aversion and Appreciation in Decision-Making,https://aisel.aisnet.org/misq/vol48/iss4/17/,Vol 48 Issue 4,2024
"Recognition in Personal Data: Data Warping, Recognition Concessions, and Social Justice",https://aisel.aisnet.org/misq/vol48/iss4/18/,Vol 48 Issue 4,2024
When Justice is Blind to Algorithms: Multilayered Blackboxing of Algorithmic Decision Making in the Public Sector,https://aisel.aisnet.org/misq/vol48/iss4/19/,Vol 48 Issue 4,2024
Beyond Categories: A Flow-Oriented Approach to Social Justice on Online Labour Platforms,https://aisel.aisnet.org/misq/vol48/iss4/20/,Vol 48 Issue 4,2024
Exclusion for Public Safety or Inclusion for Gig Employment: Managing the Tension with a Trilogy of Guardians,https://aisel.aisnet.org/misq/vol48/iss4/21/,Vol 48 Issue 4,2024
Do Black Fintechs Matter? The Long and Winding Road to Develop Inclusive Algorithms for Social Justice,https://aisel.aisnet.org/misq/vol48/iss4/22/,Vol 48 Issue 4,2024
Technology-Centric Contestation over Symbolic and Social Boundaries: The Social Justice Implications of COVID-19 Contact Tracing Technologies,https://aisel.aisnet.org/misq/vol48/iss4/23/,Vol 48 Issue 4,2024
Designing Digital Platforms for Social Justice: Empowering End Users through the Dataswyft Platform,https://aisel.aisnet.org/misq/vol48/iss4/24/,Vol 48 Issue 4,2024
The Effect of AI-Enabled Credit Scoring on Financial Inclusion: Evidence from an Underserved Population of over One Million,https://aisel.aisnet.org/misq/vol48/iss4/25/,Vol 48 Issue 4,2024
Curated Cases on Social Justice and Digital Technologies: Illuminating Phenomena across the World,https://aisel.aisnet.org/misq/vol48/iss4/26/,Vol 48 Issue 4,2024
Getting Trapped in Technical Debt: Sociotechnical Analysis of a Legacy System’s Replacement,https://aisel.aisnet.org/misq/vol47/iss1/3/,Vol 47 Issue 1,2023
Putting Religious Bias in Context: How Offline and Online Contexts Shape Religious Bias in Online Prosocial Lending,https://aisel.aisnet.org/misq/vol47/iss1/4/,Vol 47 Issue 1,2023
Unlocking the Power of Voice for Financial Risk Prediction: A Theory-Driven Deep Learning Design Approach,https://aisel.aisnet.org/misq/vol47/iss1/5/,Vol 47 Issue 1,2023
Experts vs. Nonexperts in Online Crowdfunding Markets,https://aisel.aisnet.org/misq/vol47/iss1/6/,Vol 47 Issue 1,2023
Unifying Algorithmic and Theoretical Perspectives: Emotions in Online Reviews and Sales,https://aisel.aisnet.org/misq/vol47/iss1/7/,Vol 47 Issue 1,2023
Responding to Online Reviews in Competitive Markets: A Controlled Diffusion Approach,https://aisel.aisnet.org/misq/vol47/iss1/8/,Vol 47 Issue 1,2023
Unintended Emotional Effects of Online Health Communities: A Text Mining-Supported Empirical Study,https://aisel.aisnet.org/misq/vol47/iss1/9/,Vol 47 Issue 1,2023
Know Your Firm: Managing Social Media Engagement to Improve Firm Sales Performance,https://aisel.aisnet.org/misq/vol47/iss1/10/,Vol 47 Issue 1,2023
It Depends On When You Search,https://aisel.aisnet.org/misq/vol47/iss1/11/,Vol 47 Issue 1,2023
Cyberslacking in the Workplace: Antecedents and Effects on Job Performance,https://aisel.aisnet.org/misq/vol47/iss1/12/,Vol 47 Issue 1,2023
"Where is IT in Information Security? The Interrelationship among IT Investment, Security Awareness, and Data Breaches",https://aisel.aisnet.org/misq/vol47/iss1/13/,Vol 47 Issue 1,2023
Resilience in the Open Source Software Community: How Pandemic and Unemployment Shocks Influence Contributions to Others’ and One’s Own Projects,https://aisel.aisnet.org/misq/vol47/iss1/15/,Vol 47 Issue 1,2023
Understanding the Digital Resilience of Physicians during the COVID-19 Pandemic: An Empirical Study,https://aisel.aisnet.org/misq/vol47/iss1/16/,Vol 47 Issue 1,2023
Data is the New Protein: How the Commonwealth of Virginia Built Digital Resilience Muscle and Rebounded from Opioid and COVID Shocks,https://aisel.aisnet.org/misq/vol47/iss1/17/,Vol 47 Issue 1,2023
The Value of Centralized IT in Building Resilience During Crises: Evidence from U.S. Higher Education’s Transition to Emergency Remote Teaching,https://aisel.aisnet.org/misq/vol47/iss1/18/,Vol 47 Issue 1,2023
The Fault in Our Stars: Molecular Genetics and Information Technology Use,https://aisel.aisnet.org/misq/vol47/iss2/3/,Vol 47 Issue 2,2023
The Persuasive Power of Emoticons in Electronic Word-of-Mouth Communication on Social Networking Services,https://aisel.aisnet.org/misq/vol47/iss2/4/,Vol 47 Issue 2,2023
Pictures that are Worth a Thousand Donations: How Emotions in Project Images Drive the Success of Online Charity Fundraising Campaigns? An Image Design Perspective,https://aisel.aisnet.org/misq/vol47/iss2/5/,Vol 47 Issue 2,2023
Equity Crowdfunding and Access to Capital for User Entrepreneurs: Evidence from a Randomized Field Experiment,https://aisel.aisnet.org/misq/vol47/iss2/6/,Vol 47 Issue 2,2023
Do Early Words from New Ventures Predict Fundraising? A Comparative View of Social Media Narratives,https://aisel.aisnet.org/misq/vol47/iss2/7/,Vol 47 Issue 2,2023
From Bits to Atoms: Open Source Hardware at CERN,https://aisel.aisnet.org/misq/vol47/iss2/8/,Vol 47 Issue 2,2023
Catching the Fast Payments Trend: Optimal Designs and Leadership Strategies of Retail Payment and Settlement Systems,https://aisel.aisnet.org/misq/vol47/iss2/9/,Vol 47 Issue 2,2023
Ambivalence is Better than Indifference: Behavioral and Neurophysiological Assessment of Ambivalence in Online Environments,https://aisel.aisnet.org/misq/vol47/iss2/10/,Vol 47 Issue 2,2023
Reputation Spillover from Agencies on Online Platforms: Evidence from the Entertainment Industry,https://aisel.aisnet.org/misq/vol47/iss2/11/,Vol 47 Issue 2,2023
Unemployment and Online Labor: Evidence from Microtasking,https://aisel.aisnet.org/misq/vol47/iss2/12/,Vol 47 Issue 2,2023
Phishing Susceptibility in Context: A Multilevel Information Processing Perspective on Deception Detection,https://aisel.aisnet.org/misq/vol47/iss2/13/,Vol 47 Issue 2,2023
Differential Effects of Multidimensional Review Evaluations on Product Sales for Mainstream vs. Niche Products,https://aisel.aisnet.org/misq/vol47/iss2/14/,Vol 47 Issue 2,2023
The Voice of Commerce: How Smart Speakers Reshape Digital Content Consumption and Preference,https://aisel.aisnet.org/misq/vol47/iss2/15/,Vol 47 Issue 2,2023
On the Differences Between View-Based and Purchase-Based Recommender Systems,https://aisel.aisnet.org/misq/vol47/iss2/16/,Vol 47 Issue 2,2023
Building a Reputation as a Business Partner in Information Technology Outsourcing,https://aisel.aisnet.org/misq/vol47/iss2/17/,Vol 47 Issue 2,2023
Extracting Actionable Insights from Text Data: A Stable Topic Model Approach,https://aisel.aisnet.org/misq/vol47/iss3/3/,Vol 47 Issue 3,2023
Customer Complaint Avoidance: A Randomized Field Experiment of Platform Governance Based on Value Co-Creation and Appropriation,https://aisel.aisnet.org/misq/vol47/iss3/4/,Vol 47 Issue 3,2023
The Power of Identity Cues in Text-Based Customer Service: Evidence from Twitter,https://aisel.aisnet.org/misq/vol47/iss3/5/,Vol 47 Issue 3,2023
Motivating User-Generated Content: The Unintended Consequences of Incentive Thresholds,https://aisel.aisnet.org/misq/vol47/iss3/6/,Vol 47 Issue 3,2023
Let Artificial Intelligence Be Your Shelf Watchdog: The Impact of Intelligent Image Processing-Powered Shelf Monitoring on Product Sales,https://aisel.aisnet.org/misq/vol47/iss3/7/,Vol 47 Issue 3,2023
The Cost of Free: The Effects of “Wait-for-Free” Pricing Schemes on the Monetization of Serialized Digital Content,https://aisel.aisnet.org/misq/vol47/iss3/8/,Vol 47 Issue 3,2023
