Title,URL,Volume Issue,Vol Issue Year
Computing in Everyday Life: A Call for Research on Experiential Computing1,https://misq.umn.edu/misq/article/34/2/213/515/Computing-in-Everyday-Life-A-Call-for-Research-on,"Vol 34, Issue 2",2010
"Information Systems Strategy: Reconceptualization, Measurement, and Implications1",https://misq.umn.edu/misq/article/34/2/233/511/Information-Systems-Strategy-Reconceptualization,"Vol 34, Issue 2",2010
Brand Positioning Strategy Using Search Engine Marketing1,https://misq.umn.edu/misq/article/34/2/261/504/Brand-Positioning-Strategy-Using-Search-Engine,"Vol 34, Issue 2",2010
Expectation Disconfirmation and Technology Adoption: Polynomial Modeling and Response Surface Analysis1,https://misq.umn.edu/misq/article/34/2/281/501/Expectation-Disconfirmation-and-Technology,"Vol 34, Issue 2",2010
A Multi-Project Model of Key Factors Affecting Organizational Benefits from Enterprise Systems1,https://misq.umn.edu/misq/article/34/2/305/509/A-Multi-Project-Model-of-Key-Factors-Affecting,"Vol 34, Issue 2",2010
Information About Information: A Taxonomy of Views1,https://misq.umn.edu/misq/article/34/2/329/507/Information-About-Information-A-Taxonomy-of-Views1,"Vol 34, Issue 2",2010
Investigating Two Contradictory Views of Formative Measurement in Information Systems Research1,https://misq.umn.edu/misq/article/34/2/345/503/Investigating-Two-Contradictory-Views-of-Formative,"Vol 34, Issue 2",2010
Introduction to the Special Issue on Novel Perspectives on Trust in Information Systems,https://misq.umn.edu/misq/article/34/2/367/500/Introduction-to-the-Special-Issue-on-Novel,"Vol 34, Issue 2",2010
Editor’s Comments: A Midterm MIS Quarterly Progress Report,https://misq.umn.edu/misq/article/34/2/iii/498/Editor-s-CommentsA-Midterm-MIS-Quarterly-Progress,"Vol 34, Issue 2",2010
What Does the Brain Tell Us About Trust and Distrust? Evidence from a Functional Neuroimaging Study,https://misq.umn.edu/misq/article/34/2/373/497/What-Does-the-Brain-Tell-Us-About-Trust-and,"Vol 34, Issue 2",2010
Are There Neural Gender Differences in Online Trust? An fMRI Study on the Perceived Trustworthiness of eBay Offers1,https://misq.umn.edu/misq/article/34/2/397/517/Are-There-Neural-Gender-Differences-in-Online,"Vol 34, Issue 2",2010
Trustworthiness in Computational Theory Construction: Dimensionalization and Category Surfacing1,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18511/3786/Trustworthiness-in-Computational-Theory,"Vol 34, Issue 2",2010
When Bots Evaluate Humans: Delegation to Bots and the Reshaping of Authority,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18708/3771/When-Bots-Evaluate-Humans-Delegation-to-Bots-and,"Vol 34, Issue 2",2010
FAIR: A Design Theory for Artificial Intelligence Fairness,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/17971/3766/FAIR-A-Design-Theory-for-Artificial-Intelligence,"Vol 34, Issue 2",2010
Symptoms and Their Temporal Distributions: An Interpretable AI Approach for Depression Detection in Social Media,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2025/18897/3770/Symptoms-and-Their-Temporal-Distributions-An,"Vol 34, Issue 2",2010
Moving Toward Black Hat Research in Information Systems Security: An Editorial Introduction to the Special Issue,https://misq.umn.edu/misq/article/34/3/431/1425/Moving-Toward-Black-Hat-Research-in-Information,"Vol 34, Issue 3",2010
"Editor’s Comments: MISQ, Inc. or an Online Collective? Is There a Journal Personality and What it Means for Authors",https://misq.umn.edu/misq/article/34/3/iii/1424/Editor-s-CommentsMISQ-Inc-or-an-Online-Collective,"Vol 34, Issue 3",2010
Detecting Fake Websites: The Contribution of Statistical Learning Theory1,https://misq.umn.edu/misq/article/34/3/435/1426/Detecting-Fake-Websites-The-Contribution-of,"Vol 34, Issue 3",2010
Circuits of Power: A Study of Mandated Compliance to an Information Systems Security De Jure Standard in a Government Organization1,https://misq.umn.edu/misq/article/34/3/463/1439/Circuits-of-Power-A-Study-of-Mandated-Compliance,"Vol 34, Issue 3",2010
Neutralization: New Insights into the Problem of Employee Information Systems Security Policy Violations1,https://misq.umn.edu/misq/article/34/3/487/1443/Neutralization-New-Insights-into-the-Problem-of,"Vol 34, Issue 3",2010
User Participation in Information Systems Security Risk Management1,https://misq.umn.edu/misq/article/34/3/503/1428/User-Participation-in-Information-Systems-Security,"Vol 34, Issue 3",2010
Information Security Policy Compliance: An Empirical Study of Rationality-Based Beliefs and Information Security Awareness1,https://misq.umn.edu/misq/article/34/3/523/1436/Information-Security-Policy-Compliance-An,"Vol 34, Issue 3",2010
Fear Appeals and Information Security Behaviors: An Empirical Study1,https://misq.umn.edu/misq/article/34/3/549/1429/Fear-Appeals-and-Information-Security-Behaviors-An,"Vol 34, Issue 3",2010
Market Value of Voluntary Disclosures Concerning Information Security1,https://misq.umn.edu/misq/article/34/3/567/1441/Market-Value-of-Voluntary-Disclosures-Concerning,"Vol 34, Issue 3",2010
The Impact of Malicious Agents on the Enterprise Software Industry1,https://misq.umn.edu/misq/article/34/3/595/1423/The-Impact-of-Malicious-Agents-on-the-Enterprise,"Vol 34, Issue 3",2010
Practicing Safe Computing: A Multimethod Empirical Examination of Home Computer User Security Behavioral Intentions1,https://misq.umn.edu/misq/article/34/3/613/1433/Practicing-Safe-Computing-A-Multimethod-Empirical,"Vol 34, Issue 3",2010
Trustworthiness in Computational Theory Construction: Dimensionalization and Category Surfacing1,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18511/3786/Trustworthiness-in-Computational-Theory,"Vol 34, Issue 3",2010
When Bots Evaluate Humans: Delegation to Bots and the Reshaping of Authority,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18708/3771/When-Bots-Evaluate-Humans-Delegation-to-Bots-and,"Vol 34, Issue 3",2010
FAIR: A Design Theory for Artificial Intelligence Fairness,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/17971/3766/FAIR-A-Design-Theory-for-Artificial-Intelligence,"Vol 34, Issue 3",2010
Symptoms and Their Temporal Distributions: An Interpretable AI Approach for Depression Detection in Social Media,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2025/18897/3770/Symptoms-and-Their-Temporal-Distributions-An,"Vol 34, Issue 3",2010
Focus and Diversity in Information Systems Research: Meeting the Dual Demands of a Healthy Applied Discipline1,https://misq.umn.edu/misq/article/34/4/647/506/Focus-and-Diversity-in-Information-Systems,"Vol 34, Issue 4",2010
Web 2.0 and Politics: The 2008 U.S. Presidential Election and an E-Politics Research Agenda1,https://misq.umn.edu/misq/article/34/4/669/508/Web-2-0-and-Politics-The-2008-U-S-Presidential,"Vol 34, Issue 4",2010
The Other Side of Acceptance: Studying the Direct and Indirect Effects of Emotions on Information Technology Use1,https://misq.umn.edu/misq/article/34/4/689/516/The-Other-Side-of-Acceptance-Studying-the-Direct,"Vol 34, Issue 4",2010
Affect in Web Interfaces: A Study of the Impacts of Web Page Visual Complexity and Order1,https://misq.umn.edu/misq/article/34/4/711/512/Affect-in-Web-Interfaces-A-Study-of-the-Impacts-of,"Vol 34, Issue 4",2010
Understanding Organization—Enterprise System Fit: A Path to Theorizing the Information Technology Artifact1,https://misq.umn.edu/misq/article/34/4/731/513/Understanding-Organization-Enterprise-System-Fit-A,"Vol 34, Issue 4",2010
Improving Employees' Compliance Through Information Systems Security Training: An Action Research Study1,https://misq.umn.edu/misq/article/34/4/757/510/Improving-Employees-Compliance-Through-Information,"Vol 34, Issue 4",2010
An Alternative to Methodological Individualism: A Non-Reductionist Approach to Studying Technology Adoption by Groups1,https://misq.umn.edu/misq/article/34/4/779/518/An-Alternative-to-Methodological-Individualism-A,"Vol 34, Issue 4",2010
Price Effects in Online Product Reviews: An Analytical Model and Empirical Analysis1,https://misq.umn.edu/misq/article/34/4/809/514/Price-Effects-in-Online-Product-Reviews-An,"Vol 34, Issue 4",2010
Toward Ethical Information Systems: The Contribution of Discourse Ethics1,https://misq.umn.edu/misq/article/34/4/833/502/Toward-Ethical-Information-Systems-The,"Vol 34, Issue 4",2010
"The Impact of Information Technology and Transactive Memory Systems on Knowledge Sharing, Application, and Team Performance: A Field Study1",https://misq.umn.edu/misq/article/34/4/855/519/The-Impact-of-Information-Technology-and,"Vol 34, Issue 4",2010
Editor’s Comments: Authorship Trends from 2000 Through 2009,https://misq.umn.edu/misq/article/34/4/iii/505/Editor-s-CommentsAuthorship-Trends-from-2000,"Vol 34, Issue 4",2010
Trustworthiness in Computational Theory Construction: Dimensionalization and Category Surfacing1,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18511/3786/Trustworthiness-in-Computational-Theory,"Vol 34, Issue 4",2010
When Bots Evaluate Humans: Delegation to Bots and the Reshaping of Authority,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18708/3771/When-Bots-Evaluate-Humans-Delegation-to-Bots-and,"Vol 34, Issue 4",2010
FAIR: A Design Theory for Artificial Intelligence Fairness,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/17971/3766/FAIR-A-Design-Theory-for-Artificial-Intelligence,"Vol 34, Issue 4",2010
Symptoms and Their Temporal Distributions: An Interpretable AI Approach for Depression Detection in Social Media,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2025/18897/3770/Symptoms-and-Their-Temporal-Distributions-An,"Vol 34, Issue 4",2010
Profiling the Research Productivity of Tenured Information Systems Faculty at U.S. Institutions1,https://misq.umn.edu/misq/article/35/1/1/1437/Profiling-the-Research-Productivity-of-Tenured,"Vol 35, Issue 1",2011
A Set of Principles for Conducting Critical Research in Information Systems1,https://misq.umn.edu/misq/article/35/1/17/1435/A-Set-of-Principles-for-Conducting-Critical,"Vol 35, Issue 1",2011
Action Design Research1,https://misq.umn.edu/misq/article/35/1/37/1434/Action-Design-Research1,"Vol 35, Issue 1",2011
Do Ontological Deficiencies in Modeling Grammars Matter?1,https://misq.umn.edu/misq/article/35/1/57/1440/Do-Ontological-Deficiencies-in-Modeling-Grammars,"Vol 35, Issue 1",2011
Price Discrimination in E-Commerce? An Examination of Dynamic Pricing in Name-Your-Own Price Markets1,https://misq.umn.edu/misq/article/35/1/81/1442/Price-Discrimination-in-E-Commerce-An-Examination,"Vol 35, Issue 1",2011
The Effects of Tree-View Based Presentation Adaptation on Mobile Web Browsing1,https://misq.umn.edu/misq/article/35/1/99/1444/The-Effects-of-Tree-View-Based-Presentation,"Vol 35, Issue 1",2011
Stuck in the Conflicted Middle: A Role-Theoretic Perspective on B2B E-Marketplaces1,https://misq.umn.edu/misq/article/35/1/123/1438/Stuck-in-the-Conflicted-Middle-A-Role-Theoretic,"Vol 35, Issue 1",2011
"When Flexible Routines Meet Flexible Technologies: Affordance, Constraint, and the Imbrication of Human and Material Agencies1",https://misq.umn.edu/misq/article/35/1/147/1430/When-Flexible-Routines-Meet-Flexible-Technologies,"Vol 35, Issue 1",2011
Product-Related Deception in E-Commerce: A Theoretical Perspective1,https://misq.umn.edu/misq/article/35/1/169/1432/Product-Related-Deception-in-E-Commerce-A,"Vol 35, Issue 1",2011
Transdisciplinary Perspectives on Environmental Sustainability: A Resource Base and Framework for IT-Enabled Business Transformation1,https://misq.umn.edu/misq/article/35/1/197/1450/Transdisciplinary-Perspectives-on-Environmental,"Vol 35, Issue 1",2011
How Information Management Capability Influences Firm Performance1,https://misq.umn.edu/misq/article/35/1/237/1446/How-Information-Management-Capability-Influences,"Vol 35, Issue 1",2011
Editor’s Comments: Rigor and Relevance in IS Research: Redefining the Debate and a Call for Future Research1,https://misq.umn.edu/misq/article/35/1/iii/1431/Editor-s-CommentsRigor-and-Relevance-in-IS,"Vol 35, Issue 1",2011
Trustworthiness in Computational Theory Construction: Dimensionalization and Category Surfacing1,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18511/3786/Trustworthiness-in-Computational-Theory,"Vol 35, Issue 1",2011
When Bots Evaluate Humans: Delegation to Bots and the Reshaping of Authority,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18708/3771/When-Bots-Evaluate-Humans-Delegation-to-Bots-and,"Vol 35, Issue 1",2011
FAIR: A Design Theory for Artificial Intelligence Fairness,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/17971/3766/FAIR-A-Design-Theory-for-Artificial-Intelligence,"Vol 35, Issue 1",2011
Symptoms and Their Temporal Distributions: An Interpretable AI Approach for Depression Detection in Social Media,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2025/18897/3770/Symptoms-and-Their-Temporal-Distributions-An,"Vol 35, Issue 1",2011
Measurement and Meaning in Information Systems and Organizational Research: Methodological and Philosophical Foundations1,https://misq.umn.edu/misq/article/35/2/261/1472/Measurement-and-Meaning-in-Information-Systems-and,"Vol 35, Issue 2",2011
Construct Measurement and Validation Procedures in MIS and Behavioral Research: Integrating New and Existing Techniques1,https://misq.umn.edu/misq/article/35/2/293/1457/Construct-Measurement-and-Validation-Procedures-in,"Vol 35, Issue 2",2011
Incorporating Formative Measures into Covariance-Based Structural Equation Models1,https://misq.umn.edu/misq/article/35/2/335/1455/Incorporating-Formative-Measures-into-Covariance,"Vol 35, Issue 2",2011
"Evaluating Effect, Composite, and Causal Indicators in Structural Equation Models1",https://misq.umn.edu/misq/article/35/2/359/1447/Evaluating-Effect-Composite-and-Causal-Indicators,"Vol 35, Issue 2",2011
What Signal Are You Sending? How Website Quality Influences Perceptions of Product Quality and Purchase Intentions1,https://misq.umn.edu/misq/article/35/2/373/1449/What-Signal-Are-You-Sending-How-Website-Quality,"Vol 35, Issue 2",2011
"Correlated Failures, Diversification, and Information Security Risk Management1",https://misq.umn.edu/misq/article/35/2/397/1471/Correlated-Failures-Diversification-and,"Vol 35, Issue 2",2011
Managing Consumer Privacy Concerns in Personalization: A Strategic Analysis of Privacy Protection1,https://misq.umn.edu/misq/article/35/2/423/1445/Managing-Consumer-Privacy-Concerns-in,"Vol 35, Issue 2",2011
"The More, the Merrier? How the Number of Partners in a Standard-Setting Initiative Affects Shareholder’s Risk and Return1",https://misq.umn.edu/misq/article/35/2/445/1448/The-More-the-Merrier-How-the-Number-of-Partners-in,"Vol 35, Issue 2",2011
Competing Perspectives on the Link between Strategic Information Technology Alignment and Organizational Agility: Insights from a Mediation Model1,https://misq.umn.edu/misq/article/35/2/463/1451/Competing-Perspectives-on-the-Link-between,"Vol 35, Issue 2",2011
"CIO Reporting Structure, Strategic Positioning, and Firm Performance1",https://misq.umn.edu/misq/article/35/2/487/1465/CIO-Reporting-Structure-Strategic-Positioning-and,"Vol 35, Issue 2",2011
Capturing Bottom-Up Information Technology Use Processes: A Complex Adaptive Systems Model1,https://misq.umn.edu/misq/article/35/2/505/1468/Capturing-Bottom-Up-Information-Technology-Use,"Vol 35, Issue 2",2011
Editor’s Comments: An Update and Extension to SEM Guidelines for Administrative and Social Science Research1,https://misq.umn.edu/misq/article/35/2/iii/1463/Editor-s-CommentsAn-Update-and-Extension-to-SEM,"Vol 35, Issue 2",2011
Editorial Introduction: Special Research Commentary Series on Advanced Methodological Thinking for Quantitative Research,https://misq.umn.edu/misq/article/35/2/xv/1467/Editorial-IntroductionSpecial-Research-Commentary,"Vol 35, Issue 2",2011
Trustworthiness in Computational Theory Construction: Dimensionalization and Category Surfacing1,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18511/3786/Trustworthiness-in-Computational-Theory,"Vol 35, Issue 2",2011
When Bots Evaluate Humans: Delegation to Bots and the Reshaping of Authority,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18708/3771/When-Bots-Evaluate-Humans-Delegation-to-Bots-and,"Vol 35, Issue 2",2011
FAIR: A Design Theory for Artificial Intelligence Fairness,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/17971/3766/FAIR-A-Design-Theory-for-Artificial-Intelligence,"Vol 35, Issue 2",2011
Symptoms and Their Temporal Distributions: An Interpretable AI Approach for Depression Detection in Social Media,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2025/18897/3770/Symptoms-and-Their-Temporal-Distributions-An,"Vol 35, Issue 2",2011
Information Systems Research Behaviors: What Are The Normative Standards?1,https://misq.umn.edu/misq/article/35/3/553/2601/Information-Systems-Research-Behaviors-What-Are,"Vol 35, Issue 3",2011
Predictive Analytics in Information Systems Research1,https://misq.umn.edu/misq/article/35/3/553/529/Predictive-Analytics-in-Information-Systems,"Vol 35, Issue 3",2011
An Exploration of Organizational Level Information Systems Discontinuance Intentions1,https://misq.umn.edu/misq/article/35/3/573/530/An-Exploration-of-Organizational-Level-Information,"Vol 35, Issue 3",2011
The Effects of Digital Trading Platforms on Commodity Prices in Agricultural Supply Chains1,https://misq.umn.edu/misq/article/35/3/599/2590/The-Effects-of-Digital-Trading-Platforms-on,"Vol 35, Issue 3",2011
Membership Turnover and Collaboration Success in Online Communities: Explaining Rises and Falls from Grace in Wikipedia1,https://misq.umn.edu/misq/article/35/3/613/526/Membership-Turnover-and-Collaboration-Success-in,"Vol 35, Issue 3",2011
Innovation Impacts of Using Social Bookmarking Systems1,https://misq.umn.edu/misq/article/35/3/629/527/Innovation-Impacts-of-Using-Social-Bookmarking,"Vol 35, Issue 3",2011
Stepping Into the Internet: New Ventures in Virtual Worlds,https://misq.umn.edu/misq/article/35/3/645/521/Stepping-Into-the-Internet-New-Ventures-in-Virtual,"Vol 35, Issue 3",2011
Editor’s Comments: How Reviews Shape MIS Quarterly: A Primer for Reviewers and Editors,https://misq.umn.edu/misq/article/35/3/iii/520/Editor-s-CommentsHow-Reviews-Shape-MIS-Quarterly-A,"Vol 35, Issue 3",2011
Control Over Virtual Worlds by Game Companies: Issues And Recommendations1,https://misq.umn.edu/misq/article/35/3/653/525/Control-Over-Virtual-Worlds-by-Game-Companies,"Vol 35, Issue 3",2011
Design Principles for Virtual Worlds1,https://misq.umn.edu/misq/article/35/3/673/522/Design-Principles-for-Virtual-Worlds1,"Vol 35, Issue 3",2011
Arguing the Value of Virtual Worlds: Patterns of Discursive Sensemaking of an Innovative Technology1,https://misq.umn.edu/misq/article/35/3/685/524/Arguing-the-Value-of-Virtual-Worlds-Patterns-of,"Vol 35, Issue 3",2011
What if Your Avatar Looks Like You? Dual-Congruity Perspectives for Avatar Use1,https://misq.umn.edu/misq/article/35/3/711/2600/What-if-Your-Avatar-Looks-Like-You-Dual-Congruity,"Vol 35, Issue 3",2011
Enhancing Brand Equity through Flow and Telepresence: A Comparison of 2d and 3d Virtual Worlds1,https://misq.umn.edu/misq/article/35/3/731/2597/Enhancing-Brand-Equity-through-Flow-and,"Vol 35, Issue 3",2011
From Space to Place: Predicting Users’ Intentions to Return to Virtual Worlds1,https://misq.umn.edu/misq/article/35/3/749/2599/From-Space-to-Place-Predicting-Users-Intentions-to,"Vol 35, Issue 3",2011
Co-Creation in Virtual Worlds: The Design of the User Experience1,https://misq.umn.edu/misq/article/35/3/773/523/Co-Creation-in-Virtual-Worlds-The-Design-of-the,"Vol 35, Issue 3",2011
An Odyssey into Virtual Worlds: Exploring the Impacts of Technological and Spatial Environments on Intention to Purchase Virtual Products1,https://misq.umn.edu/misq/article/35/3/789/2594/An-Odyssey-into-Virtual-Worlds-Exploring-the,"Vol 35, Issue 3",2011
Trustworthiness in Computational Theory Construction: Dimensionalization and Category Surfacing1,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18511/3786/Trustworthiness-in-Computational-Theory,"Vol 35, Issue 3",2011
When Bots Evaluate Humans: Delegation to Bots and the Reshaping of Authority,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18708/3771/When-Bots-Evaluate-Humans-Delegation-to-Bots-and,"Vol 35, Issue 3",2011
FAIR: A Design Theory for Artificial Intelligence Fairness,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/17971/3766/FAIR-A-Design-Theory-for-Artificial-Intelligence,"Vol 35, Issue 3",2011
Symptoms and Their Temporal Distributions: An Interpretable AI Approach for Depression Detection in Social Media,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2025/18897/3770/Symptoms-and-Their-Temporal-Distributions-An,"Vol 35, Issue 3",2011
Network Effects: The Influence of Structural Capital on Open Source Project Success1,https://misq.umn.edu/misq/article/35/4/813/2605/Network-Effects-The-Influence-of-Structural,"Vol 35, Issue 4",2011
Technostress: Technological Antecedents and Implications1,https://misq.umn.edu/misq/article/35/4/831/2610/Technostress-Technological-Antecedents-and,"Vol 35, Issue 4",2011
The Value of It-Enabled Retailer Learning: Personalized Product Recommendations and Customer Store Loyalty in Electronic Markets1,https://misq.umn.edu/misq/article/35/4/859/2616/The-Value-of-It-Enabled-Retailer-Learning,"Vol 35, Issue 4",2011
Guidelines for Designing Visual Ontologies to Support Knowledge Identification1,https://misq.umn.edu/misq/article/35/4/883/2614/Guidelines-for-Designing-Visual-Ontologies-to,"Vol 35, Issue 4",2011
A Multilevel Model for Measuring Fit Between a Firm’s Competitive Strategies and Information Systems Capabilities1,https://misq.umn.edu/misq/article/35/4/909/2606/A-Multilevel-Model-for-Measuring-Fit-Between-a,"Vol 35, Issue 4",2011
Understanding the Link Between Information Technology Capability and Organizational Agility: An Empirical Examination1,https://misq.umn.edu/misq/article/35/4/931/1454/Understanding-the-Link-Between-Information,"Vol 35, Issue 4",2011
"Freedom of Choice, Ease of Use, and the Formation of Interface Preferences1",https://misq.umn.edu/misq/article/35/4/955/2604/Freedom-of-Choice-Ease-of-Use-and-the-Formation-of,"Vol 35, Issue 4",2011
State of the Information Privacy Literature: Where Are We Now and Where Should We Go?,https://misq.umn.edu/misq/article/35/4/977/1452/State-of-the-Information-Privacy-Literature-Where,"Vol 35, Issue 4",2011
"Editor’s Comments: IT and Entrepreneurism: An On-Again, Off-Again Love Affair or a Marriage?",https://misq.umn.edu/misq/article/35/4/iii/2603/Editor-s-CommentsIT-and-Entrepreneurism-An-On,"Vol 35, Issue 4",2011
Information Privacy Research: an Interdisciplinary Review1,https://misq.umn.edu/misq/article/35/4/989/2607/Information-Privacy-Research-an-Interdisciplinary,"Vol 35, Issue 4",2011
Privacy in the Digital Age: a Review of Information Privacy Research in Information Systems1,https://misq.umn.edu/misq/article/35/4/1017/2622/Privacy-in-the-Digital-Age-a-Review-of-Information,"Vol 35, Issue 4",2011
Integrating Technology Addiction and Use: an Empirical Investigation of Online Auction Users1,https://misq.umn.edu/misq/article/35/4/1043/2618/Integrating-Technology-Addiction-and-Use-an,"Vol 35, Issue 4",2011
Centrality–is Proficiency Alignment and Workgroup Performance1,https://misq.umn.edu/misq/article/35/4/1063/1453/Centrality-is-Proficiency-Alignment-and-Workgroup,"Vol 35, Issue 4",2011
Virtual Space and Place: Theory and Test1,https://misq.umn.edu/misq/article/35/4/1079/2620/Virtual-Space-and-Place-Theory-and-Test1,"Vol 35, Issue 4",2011
Trustworthiness in Computational Theory Construction: Dimensionalization and Category Surfacing1,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18511/3786/Trustworthiness-in-Computational-Theory,"Vol 35, Issue 4",2011
When Bots Evaluate Humans: Delegation to Bots and the Reshaping of Authority,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/18708/3771/When-Bots-Evaluate-Humans-Delegation-to-Bots-and,"Vol 35, Issue 4",2011
FAIR: A Design Theory for Artificial Intelligence Fairness,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2026/17971/3766/FAIR-A-Design-Theory-for-Artificial-Intelligence,"Vol 35, Issue 4",2011
Symptoms and Their Temporal Distributions: An Interpretable AI Approach for Depression Detection in Social Media,https://misq.umn.edu/misq/article/doi/10.25300/MISQ/2025/18897/3770/Symptoms-and-Their-Temporal-Distributions-An,"Vol 35, Issue 4",2011
The Ends of Information Systems Research: A Pragmatic Framework1,https://misq.umn.edu/misq/article/36/1/1/1485/The-Ends-of-Information-Systems-Research-A,"Vol 36, Issue 1",2012
"Shackled to the Status Quo: The Inhibiting Effects of Incumbent System Habit, Switching Costs, and Inertia on New System Acceptance1",https://misq.umn.edu/misq/article/36/1/21/1456/Shackled-to-the-Status-Quo-The-Inhibiting-Effects,"Vol 36, Issue 1",2012
Are Markets For Vulnerabilities Effective?1,https://misq.umn.edu/misq/article/36/1/43/1459/Are-Markets-For-Vulnerabilities-Effective-1,"Vol 36, Issue 1",2012
Recommendation Networks and the Long Tail of Electronic Commerce1,https://misq.umn.edu/misq/article/36/1/65/1461/Recommendation-Networks-and-the-Long-Tail-of,"Vol 36, Issue 1",2012
The Impact of Analyst-Induced Misinformation on the Requirements Elicitation Process1,https://misq.umn.edu/misq/article/36/1/85/1464/The-Impact-of-Analyst-Induced-Misinformation-on,"Vol 36, Issue 1",2012
Human Capital Development for Programmers Using Open Source Software1,https://misq.umn.edu/misq/article/36/1/107/1469/Human-Capital-Development-for-Programmers-Using,"Vol 36, Issue 1",2012
Revisiting Bias Due to Construct Misspecification: Different Results from Considering Coefficients in Standardized Form1,https://misq.umn.edu/misq/article/36/1/123/1473/Revisiting-Bias-Due-to-Construct-Misspecification,"Vol 36, Issue 1",2012
